flightNumber,date,passengers,maxCapacity
DL9012,2022-02-02,125,289
WN789,2022-02-02,100,289
AS4567,2022-02-02,154,256
AA1234,2022-02-03,229,211
UA5678,2022-02-03,205,237
DL9012,2022-02-03,126,273
WN789,2022-02-03,190,241
AS4567,2022-02-03,248,273
AA1234,2022-02-04,213,268
UA5678,2022-02-04,217,297
DL9012,2022-02-04,250,244
WN789,2022-02-04,162,268
AS4567,2022-02-04,250,260
AA1234,2022-02-05,131,277
UA5678,2022-02-05,224,297
DL9012,2022-02-05,190,276
WN789,2022-02-05,126,208
AS4567,2022-02-05,124,288
AA1234,2022-02-06,201,211
UA5678,2022-02-06,120,224
DL9012,2022-02-06,129,222
WN789,2022-02-06,148,208
AS4567,2022-02-06,188,230
AA1234,2022-02-07,206,251
UA5678,2022-02-07,121,261
DL9012,2022-02-07,120,253
WN789,2022-02-07,146,206
AS4567,2022-02-07,167,237
AA1234,2022-02-08,159,212
UA5678,2022-02-08,211,206
DL9012,2022-02-08,183,288
WN789,2022-02-08,120,206
AS4567,2022-02-08,157,240
AA1234,2022-02-09,236,237
UA5678,2022-02-09,164,280
DL9012,2022-02-09,135,289
WN789,2022-02-09,176,231
AS4567,2022-02-09,240,213
AA1234,2022-02-10,132,242
UA5678,2022-02-10,172,253
DL9012,2022-02-10,194,204
WN789,2022-02-10,184,290
AS4567,2022-02-10,119,234
AA1234,2022-02-11,111,295
UA5678,2022-02-11,169,276
DL9012,2022-02-11,167,218
WN789,2022-02-11,203,290
AS4567,2022-02-11,145,217
AA1234,2022-02-12,162,284
UA5678,2022-02-12,135,241
DL9012,2022-02-12,186,203
WN789,2022-02-12,195,229
AS4567,2022-02-12,116,201
AA1234,2022-02-13,164,234
UA5678,2022-02-13,247,295
DL9012,2022-02-13,124,274
WN789,2022-02-13,228,239
AS4567,2022-02-13,178,286
AA1234,2022-02-14,228,207
UA5678,2022-02-14,180,248
DL9012,2022-02-14,174,225
WN789,2022-02-14,118,225
AS4567,2022-02-14,242,206
AA1234,2022-02-15,146,293
UA5678,2022-02-15,123,224
DL9012,2022-02-15,157,211
WN789,2022-02-15,196,260
AS4567,2022-02-15,169,274
AA1234,2022-02-16,184,220
UA5678,2022-02-16,249,255
DL9012,2022-02-16,194,214
WN789,2022-02-16,239,293
AS4567,2022-02-16,205,296
AA1234,2022-02-17,136,273
UA5678,2022-02-17,190,246
DL9012,2022-02-17,126,258
WN789,2022-02-17,167,216
AS4567,2022-02-17,190,278
AA1234,2022-02-18,139,294
UA5678,2022-02-18,237,266
DL9012,2022-02-18,203,227
WN789,2022-02-18,162,202
AS4567,2022-02-18,237,230
AA1234,2022-02-19,195,240
UA5678,2022-02-19,154,284
DL9012,2022-02-19,235,255
WN789,2022-02-19,217,253
AS4567,2022-02-19,117,221
AA1234,2022-02-20,194,241
UA5678,2022-02-20,172,233
DL9012,2022-02-20,148,246
WN789,2022-02-20,239,236
AS4567,2022-02-20,126,250
AA1234,2022-02-21,128,281
UA5678,2022-02-21,123,286
DL9012,2022-02-21,110,277
WN789,2022-02-21,184,277
AS4567,2022-02-21,101,274
AA1234,2022-02-22,231,283
UA5678,2022-02-22,204,255
DL9012,2022-02-22,237,273
WN789,2022-02-22,128,298
AS4567,2022-02-22,154,267
AA1234,2022-02-23,187,217
UA5678,2022-02-23,212,200
DL9012,2022-02-23,217,204
WN789,2022-02-23,140,256
AS4567,2022-02-23,191,229
AA1234,2022-02-24,178,232
UA5678,2022-02-24,235,276
DL9012,2022-02-24,165,264
WN789,2022-02-24,176,282
AS4567,2022-02-24,196,216
AA1234,2022-02-25,114,285
UA5678,2022-02-25,230,270
DL9012,2022-02-25,154,262
WN789,2022-02-25,133,213
AS4567,2022-02-25,104,277
AA1234,2022-02-26,239,245
UA5678,2022-02-26,192,240
DL9012,2022-02-26,244,211
WN789,2022-02-26,228,200
AS4567,2022-02-26,223,250
AA1234,2022-02-27,233,282
UA5678,2022-02-27,145,260
DL9012,2022-02-27,217,265
WN789,2022-02-27,246,251
AS4567,2022-02-27,230,257
AA1234,2022-02-28,197,289
UA5678,2022-02-28,170,290
DL9012,2022-02-28,109,290
WN789,2022-02-28,208,209
AS4567,2022-02-28,170,274
AA1234,2022-03-01,212,295
UA5678,2022-03-01,170,221
DL9012,2022-03-01,179,225
WN789,2022-03-01,164,298
AS4567,2022-03-01,124,214
AA1234,2022-03-02,205,202
UA5678,2022-03-02,161,277
DL9012,2022-03-02,178,284
WN789,2022-03-02,152,246
AS4567,2022-03-02,105,293
AA1234,2022-03-03,146,216
UA5678,2022-03-03,186,206
DL9012,2022-03-03,100,230
WN789,2022-03-03,214,240
AS4567,2022-03-03,127,271
AA1234,2022-03-04,128,202
UA5678,2022-03-04,197,294
DL9012,2022-03-04,110,206
WN789,2022-03-04,219,200
AS4567,2022-03-04,237,254
AA1234,2022-03-05,136,256
UA5678,2022-03-05,144,255
DL9012,2022-03-05,116,227
WN789,2022-03-05,242,223
AS4567,2022-03-05,177,204
AA1234,2022-03-06,125,221
UA5678,2022-03-06,225,212
DL9012,2022-03-06,103,300
WN789,2022-03-06,178,236
AS4567,2022-03-06,194,290
AA1234,2022-03-07,158,213
UA5678,2022-03-07,216,222
DL9012,2022-03-07,169,242
WN789,2022-03-07,205,245
AS4567,2022-03-07,139,286
AA1234,2022-03-08,211,219
UA5678,2022-03-08,187,233
DL9012,2022-03-08,181,269
WN789,2022-03-08,115,228
AS4567,2022-03-08,150,259
AA1234,2022-03-09,183,267
UA5678,2022-03-09,205,206
DL9012,2022-03-09,201,277
WN789,2022-03-09,226,227
AS4567,2022-03-09,236,241
AA1234,2022-03-10,178,237
UA5678,2022-03-10,166,214
DL9012,2022-03-10,202,200
WN789,2022-03-10,219,250
AS4567,2022-03-10,190,252
AA1234,2022-03-11,201,262
UA5678,2022-03-11,232,300
DL9012,2022-03-11,249,271
WN789,2022-03-11,217,266
AS4567,2022-03-11,131,207
AA1234,2022-03-12,239,299
UA5678,2022-03-12,128,200
DL9012,2022-03-12,127,207
WN789,2022-03-12,108,233
AS4567,2022-03-12,142,295
AA1234,2022-03-13,242,240
UA5678,2022-03-13,212,259
DL9012,2022-03-13,103,205
WN789,2022-03-13,200,282
AS4567,2022-03-13,223,249
AA1234,2022-03-14,150,292
UA5678,2022-03-14,229,218
DL9012,2022-03-14,184,245
WN789,2022-03-14,201,260
AS4567,2022-03-14,179,244
AA1234,2022-03-15,246,225
UA5678,2022-03-15,143,260
DL9012,2022-03-15,135,240
WN789,2022-03-15,145,202
AS4567,2022-03-15,218,215
AA1234,2022-03-16,109,280
UA5678,2022-03-16,106,285
DL9012,2022-03-16,122,254
WN789,2022-03-16,199,203
AS4567,2022-03-16,100,283
AA1234,2022-03-17,133,229
UA5678,2022-03-17,178,209
DL9012,2022-03-17,119,295
WN789,2022-03-17,132,205
AS4567,2022-03-17,181,251
AA1234,2022-03-18,150,267
UA5678,2022-03-18,222,298
DL9012,2022-03-18,248,213
WN789,2022-03-18,235,209
AS4567,2022-03-18,226,296
AA1234,2022-03-19,189,211
UA5678,2022-03-19,161,246
DL9012,2022-03-19,144,217
WN789,2022-03-19,149,273
AS4567,2022-03-19,244,242
AA1234,2022-03-20,227,202
UA5678,2022-03-20,148,226
DL9012,2022-03-20,122,298
WN789,2022-03-20,164,261
AS4567,2022-03-20,228,231
AA1234,2022-03-21,193,205
UA5678,2022-03-21,120,292
DL9012,2022-03-21,106,268
WN789,2022-03-21,125,300
AS4567,2022-03-21,214,280
AA1234,2022-03-22,186,267
UA5678,2022-03-22,158,204
DL9012,2022-03-22,245,278
WN789,2022-03-22,242,255
AS4567,2022-03-22,121,200
AA1234,2022-03-23,177,261
UA5678,2022-03-23,151,235
DL9012,2022-03-23,186,274
WN789,2022-03-23,243,293
AS4567,2022-03-23,145,296
AA1234,2022-03-24,110,241
UA5678,2022-03-24,101,288
DL9012,2022-03-24,112,218
WN789,2022-03-24,244,224
AS4567,2022-03-24,145,252
AA1234,2022-03-25,207,277
UA5678,2022-03-25,198,210
DL9012,2022-03-25,211,280
WN789,2022-03-25,238,230
AS4567,2022-03-25,159,251
AA1234,2022-03-26,232,298
UA5678,2022-03-26,144,206
DL9012,2022-03-26,105,232
WN789,2022-03-26,148,260
AS4567,2022-03-26,223,273
AA1234,2022-03-27,198,208
UA5678,2022-03-27,140,234
DL9012,2022-03-27,176,266
WN789,2022-03-27,231,272
AS4567,2022-03-27,205,209
AA1234,2022-03-28,169,243
UA5678,2022-03-28,234,203
DL9012,2022-03-28,178,236
WN789,2022-03-28,144,217
AS4567,2022-03-28,134,216
AA1234,2022-03-29,163,234
UA5678,2022-03-29,119,241
DL9012,2022-03-29,169,281
WN789,2022-03-29,225,281
AS4567,2022-03-29,182,216
AA1234,2022-03-30,125,230
UA5678,2022-03-30,219,266
DL9012,2022-03-30,106,215
WN789,2022-03-30,220,251
AS4567,2022-03-30,111,206
AA1234,2022-03-31,193,206
UA5678,2022-03-31,231,250
DL9012,2022-03-31,190,238
WN789,2022-03-31,125,255
AS4567,2022-03-31,133,208
AA1234,2022-04-01,151,218
UA5678,2022-04-01,154,223
DL9012,2022-04-01,108,239
WN789,2022-04-01,248,229
AS4567,2022-04-01,195,277
AA1234,2022-04-02,195,206
UA5678,2022-04-02,190,274
DL9012,2022-04-02,224,233
WN789,2022-04-02,120,230
AS4567,2022-04-02,156,232
AA1234,2022-04-03,134,261
UA5678,2022-04-03,243,268
DL9012,2022-04-03,134,215
WN789,2022-04-03,236,270
AS4567,2022-04-03,143,279
AA1234,2022-04-04,225,281
UA5678,2022-04-04,118,207
DL9012,2022-04-04,203,286
WN789,2022-04-04,100,290
AS4567,2022-04-04,240,220
AA1234,2022-04-05,139,281
UA5678,2022-04-05,144,231
DL9012,2022-04-05,244,239
WN789,2022-04-05,208,215
AS4567,2022-04-05,203,293
AA1234,2022-04-06,229,258
UA5678,2022-04-06,185,251
DL9012,2022-04-06,133,214
WN789,2022-04-06,140,256
AS4567,2022-04-06,218,219
AA1234,2022-04-07,174,287
UA5678,2022-04-07,182,213
DL9012,2022-04-07,180,296
WN789,2022-04-07,221,294
AS4567,2022-04-07,187,274
AA1234,2022-04-08,197,220
UA5678,2022-04-08,110,267
DL9012,2022-04-08,246,271
WN789,2022-04-08,205,289
AS4567,2022-04-08,151,269
AA1234,2022-04-09,199,271
UA5678,2022-04-09,225,208
DL9012,2022-04-09,171,289
WN789,2022-04-09,145,266
AS4567,2022-04-09,197,252
AA1234,2022-04-10,228,257
UA5678,2022-04-10,246,287
DL9012,2022-04-10,249,283
WN789,2022-04-10,198,272
AS4567,2022-04-10,229,266
AA1234,2022-04-11,104,204
UA5678,2022-04-11,231,247
DL9012,2022-04-11,206,260
WN789,2022-04-11,133,232
AS4567,2022-04-11,240,262
AA1234,2022-04-12,223,226
UA5678,2022-04-12,230,291
DL9012,2022-04-12,102,241
WN789,2022-04-12,237,291
AS4567,2022-04-12,217,202
AA1234,2022-04-13,129,208
UA5678,2022-04-13,168,233
DL9012,2022-04-13,240,274
WN789,2022-04-13,102,227
AS4567,2022-04-13,114,229
AA1234,2022-04-14,215,262
UA5678,2022-04-14,228,210
DL9012,2022-04-14,109,232
WN789,2022-04-14,106,281
AS4567,2022-04-14,164,227
AA1234,2022-04-15,118,214
UA5678,2022-04-15,236,233
DL9012,2022-04-15,153,256
WN789,2022-04-15,133,290
AS4567,2022-04-15,164,278
AA1234,2022-04-16,210,289
UA5678,2022-04-16,197,230
DL9012,2022-04-16,162,224
WN789,2022-04-16,208,268
AS4567,2022-04-16,128,272
AA1234,2022-04-17,226,281
UA5678,2022-04-17,132,226
DL9012,2022-04-17,133,275
WN789,2022-04-17,106,204
AS4567,2022-04-17,190,258
AA1234,2022-04-18,171,200
UA5678,2022-04-18,158,248
DL9012,2022-04-18,104,206
WN789,2022-04-18,245,227
AS4567,2022-04-18,176,262
AA1234,2022-04-19,176,233
UA5678,2022-04-19,124,283
DL9012,2022-04-19,163,256
WN789,2022-04-19,213,294
AS4567,2022-04-19,200,271
AA1234,2022-04-20,162,252
UA5678,2022-04-20,155,271
DL9012,2022-04-20,150,267
WN789,2022-04-20,249,260
AS4567,2022-04-20,231,292
AA1234,2022-04-21,101,263
UA5678,2022-04-21,240,266
DL9012,2022-04-21,121,296
WN789,2022-04-21,220,204
AS4567,2022-04-21,194,286
AA1234,2022-04-22,177,290
UA5678,2022-04-22,152,277
DL9012,2022-04-22,185,292
WN789,2022-04-22,211,268
AS4567,2022-04-22,119,266
AA1234,2022-04-23,130,251
UA5678,2022-04-23,135,282
DL9012,2022-04-23,156,204
WN789,2022-04-23,172,254
AS4567,2022-04-23,218,214
AA1234,2022-04-24,243,290
UA5678,2022-04-24,140,288
DL9012,2022-04-24,219,261
WN789,2022-04-24,207,250
AS4567,2022-04-24,226,298
AA1234,2022-04-25,210,244
UA5678,2022-04-25,235,245
DL9012,2022-04-25,120,233
WN789,2022-04-25,122,296
AS4567,2022-04-25,124,213
AA1234,2022-04-26,109,265
UA5678,2022-04-26,234,266
DL9012,2022-04-26,133,239
WN789,2022-04-26,230,283
AS4567,2022-04-26,169,239
AA1234,2022-04-27,207,204
UA5678,2022-04-27,225,202
DL9012,2022-04-27,126,203
WN789,2022-04-27,201,276
AS4567,2022-04-27,125,223
AA1234,2022-04-28,186,218
UA5678,2022-04-28,105,281
DL9012,2022-04-28,155,275
WN789,2022-04-28,140,205
AS4567,2022-04-28,221,235
AA1234,2022-04-29,183,206
UA5678,2022-04-29,196,217
DL9012,2022-04-29,174,259
WN789,2022-04-29,184,256
AS4567,2022-04-29,233,292
AA1234,2022-04-30,123,298
UA5678,2022-04-30,151,256
DL9012,2022-04-30,109,225
WN789,2022-04-30,133,216
AS4567,2022-04-30,183,210
AA1234,2022-05-01,167,216
UA5678,2022-05-01,120,237
DL9012,2022-05-01,103,250
WN789,2022-05-01,208,281
AS4567,2022-05-01,104,264
AA1234,2022-05-02,170,249
UA5678,2022-05-02,221,248
DL9012,2022-05-02,141,256
WN789,2022-05-02,209,256
AS4567,2022-05-02,244,273
AA1234,2022-05-03,137,204
UA5678,2022-05-03,122,293
DL9012,2022-05-03,135,250
WN789,2022-05-03,175,300
AS4567,2022-05-03,149,217
AA1234,2022-05-04,156,240
UA5678,2022-05-04,176,284
DL9012,2022-05-04,148,293
WN789,2022-05-04,211,226
AS4567,2022-05-04,165,249
AA1234,2022-05-05,172,215
UA5678,2022-05-05,220,294
DL9012,2022-05-05,102,297
WN789,2022-05-05,132,250
AS4567,2022-05-05,241,239
AA1234,2022-05-06,122,242
UA5678,2022-05-06,246,216
DL9012,2022-05-06,121,265
WN789,2022-05-06,125,274
AS4567,2022-05-06,221,298
AA1234,2022-05-07,157,217
UA5678,2022-05-07,189,234
DL9012,2022-05-07,187,216
WN789,2022-05-07,197,295
AS4567,2022-05-07,182,259
AA1234,2022-05-08,245,292
UA5678,2022-05-08,188,291
DL9012,2022-05-08,136,238
WN789,2022-05-08,138,234
AS4567,2022-05-08,123,225
AA1234,2022-05-09,248,289
UA5678,2022-05-09,187,218
DL9012,2022-05-09,219,270
WN789,2022-05-09,121,211
AS4567,2022-05-09,141,293
AA1234,2022-05-10,245,261
UA5678,2022-05-10,123,207
DL9012,2022-05-10,133,245
WN789,2022-05-10,138,245
AS4567,2022-05-10,126,241
AA1234,2022-05-11,165,208
UA5678,2022-05-11,250,270
DL9012,2022-05-11,223,281
WN789,2022-05-11,156,257
AS4567,2022-05-11,163,219
AA1234,2022-05-12,150,255
UA5678,2022-05-12,120,221
DL9012,2022-05-12,165,244
WN789,2022-05-12,142,300
AS4567,2022-05-12,171,220
AA1234,2022-05-13,189,270
UA5678,2022-05-13,100,231
DL9012,2022-05-13,218,211
WN789,2022-05-13,107,201
AS4567,2022-05-13,104,249
AA1234,2022-05-14,219,206
UA5678,2022-05-14,171,226
DL9012,2022-05-14,130,261
WN789,2022-05-14,231,262
AS4567,2022-05-14,149,234
AA1234,2022-05-15,151,224
UA5678,2022-05-15,180,275
DL9012,2022-05-15,139,271
WN789,2022-05-15,100,254
AS4567,2022-05-15,205,270
AA1234,2022-05-16,210,259
UA5678,2022-05-16,182,264
DL9012,2022-05-16,101,225
WN789,2022-05-16,248,219
AS4567,2022-05-16,213,209
AA1234,2022-05-17,153,238
UA5678,2022-05-17,146,202
DL9012,2022-05-17,145,280
WN789,2022-05-17,183,282
AS4567,2022-05-17,205,295
AA1234,2022-05-18,239,200
UA5678,2022-05-18,219,257
DL9012,2022-05-18,176,226
WN789,2022-05-18,192,269
AS4567,2022-05-18,236,272
AA1234,2022-05-19,178,214
UA5678,2022-05-19,133,260
DL9012,2022-05-19,227,216
WN789,2022-05-19,234,271
AS4567,2022-05-19,159,265
AA1234,2022-05-20,116,254
UA5678,2022-05-20,157,245
DL9012,2022-05-20,188,203
WN789,2022-05-20,144,230
AS4567,2022-05-20,220,238
AA1234,2022-05-21,150,250
UA5678,2022-05-21,177,291
DL9012,2022-05-21,247,241
WN789,2022-05-21,217,248
AS4567,2022-05-21,109,230
AA1234,2022-05-22,145,300
UA5678,2022-05-22,228,226
DL9012,2022-05-22,140,297
WN789,2022-05-22,208,247
AS4567,2022-05-22,224,266
AA1234,2022-05-23,197,292
UA5678,2022-05-23,235,215
DL9012,2022-05-23,131,297
WN789,2022-05-23,206,204
AS4567,2022-05-23,167,264
AA1234,2022-05-24,160,244
UA5678,2022-05-24,184,226
DL9012,2022-05-24,128,288
WN789,2022-05-24,146,287
AS4567,2022-05-24,213,250
AA1234,2022-05-25,240,203
UA5678,2022-05-25,213,207
DL9012,2022-05-25,126,262
WN789,2022-05-25,215,223
AS4567,2022-05-25,176,219
AA1234,2022-05-26,185,233
UA5678,2022-05-26,154,240
DL9012,2022-05-26,115,234
WN789,2022-05-26,109,206
AS4567,2022-05-26,184,221
AA1234,2022-05-27,113,271
UA5678,2022-05-27,143,246
DL9012,2022-05-27,104,243
WN789,2022-05-27,176,265
AS4567,2022-05-27,186,241
AA1234,2022-05-28,172,288
UA5678,2022-05-28,211,222
DL9012,2022-05-28,139,211
WN789,2022-05-28,114,239
AS4567,2022-05-28,232,205
AA1234,2022-05-29,183,255
UA5678,2022-05-29,152,243
DL9012,2022-05-29,153,200
WN789,2022-05-29,164,244
AS4567,2022-05-29,181,274
AA1234,2022-05-30,125,299
UA5678,2022-05-30,147,201
DL9012,2022-05-30,228,281
WN789,2022-05-30,140,239
AS4567,2022-05-30,115,285
AA1234,2022-05-31,186,211
UA5678,2022-05-31,131,296
DL9012,2022-05-31,204,228
WN789,2022-05-31,142,247
AS4567,2022-05-31,205,227
AA1234,2022-06-01,112,232
UA5678,2022-06-01,243,254
DL9012,2022-06-01,147,252
WN789,2022-06-01,140,245
AS4567,2022-06-01,139,226
AA1234,2022-06-02,168,205
UA5678,2022-06-02,247,213
DL9012,2022-06-02,194,215
WN789,2022-06-02,170,272
AS4567,2022-06-02,114,203
AA1234,2022-06-03,102,286
UA5678,2022-06-03,119,271
DL9012,2022-06-03,242,282
WN789,2022-06-03,127,258
AS4567,2022-06-03,229,242
AA1234,2022-06-04,151,234
UA5678,2022-06-04,111,206
DL9012,2022-06-04,101,220
WN789,2022-06-04,177,285
AS4567,2022-06-04,224,292
AA1234,2022-06-05,159,216
UA5678,2022-06-05,212,208
DL9012,2022-06-05,234,212
WN789,2022-06-05,198,239
AS4567,2022-06-05,198,281
AA1234,2022-06-06,206,240
UA5678,2022-06-06,248,275
DL9012,2022-06-06,191,290
WN789,2022-06-06,136,205
AS4567,2022-06-06,118,208
AA1234,2022-06-07,147,213
UA5678,2022-06-07,231,294
DL9012,2022-06-07,212,298
WN789,2022-06-07,247,235
AS4567,2022-06-07,203,247
AA1234,2022-06-08,167,202
UA5678,2022-06-08,239,230
DL9012,2022-06-08,112,229
WN789,2022-06-08,227,271
AS4567,2022-06-08,116,266
AA1234,2022-06-09,135,292
UA5678,2022-06-09,201,218
DL9012,2022-06-09,119,201
WN789,2022-06-09,121,234
AS4567,2022-06-09,211,279
AA1234,2022-06-10,113,233
UA5678,2022-06-10,147,267
DL9012,2022-06-10,246,277
WN789,2022-06-10,109,271
AS4567,2022-06-10,112,232
AA1234,2022-06-11,183,238
UA5678,2022-06-11,194,226
DL9012,2022-06-11,195,203
WN789,2022-06-11,106,261
AS4567,2022-06-11,200,264
AA1234,2022-06-12,190,254
UA5678,2022-06-12,186,256
DL9012,2022-06-12,147,226
WN789,2022-06-12,132,292
AS4567,2022-06-12,117,271
AA1234,2022-06-13,145,265
UA5678,2022-06-13,193,221
DL9012,2022-06-13,133,254
WN789,2022-06-13,199,238
AS4567,2022-06-13,155,240
AA1234,2022-06-14,192,225
UA5678,2022-06-14,200,293
DL9012,2022-06-14,123,225
WN789,2022-06-14,173,273
AS4567,2022-06-14,192,210
AA1234,2022-06-15,240,293
UA5678,2022-06-15,124,227
DL9012,2022-06-15,116,296
WN789,2022-06-15,187,207
AS4567,2022-06-15,209,263
AA1234,2022-06-16,129,286
UA5678,2022-06-16,175,202
DL9012,2022-06-16,233,200
WN789,2022-06-16,186,224
AS4567,2022-06-16,229,274
AA1234,2022-06-17,133,206
UA5678,2022-06-17,136,265
DL9012,2022-06-17,249,202
WN789,2022-06-17,247,256
AS4567,2022-06-17,127,242
AA1234,2022-06-18,226,217
UA5678,2022-06-18,169,251
DL9012,2022-06-18,167,228
WN789,2022-06-18,236,287
AS4567,2022-06-18,207,285
AA1234,2022-06-19,101,244
UA5678,2022-06-19,217,232
DL9012,2022-06-19,172,213
WN789,2022-06-19,158,271
AS4567,2022-06-19,209,203
AA1234,2022-06-20,101,210
UA5678,2022-06-20,142,216
DL9012,2022-06-20,245,274
WN789,2022-06-20,138,272
AS4567,2022-06-20,199,209
AA1234,2022-06-21,162,267
UA5678,2022-06-21,104,242
DL9012,2022-06-21,211,276
WN789,2022-06-21,226,200
AS4567,2022-06-21,183,274
AA1234,2022-06-22,158,283
UA5678,2022-06-22,232,227
DL9012,2022-06-22,250,278
WN789,2022-06-22,174,220
AS4567,2022-06-22,226,297
AA1234,2022-06-23,223,231
UA5678,2022-06-23,248,227
DL9012,2022-06-23,112,206
WN789,2022-06-23,101,248
AS4567,2022-06-23,113,212
AA1234,2022-06-24,250,291
UA5678,2022-06-24,154,253
DL9012,2022-06-24,215,220
WN789,2022-06-24,233,255
AS4567,2022-06-24,250,207
AA1234,2022-06-25,181,231
UA5678,2022-06-25,240,297
DL9012,2022-06-25,238,242
WN789,2022-06-25,198,204
AS4567,2022-06-25,147,281
AA1234,2022-06-26,194,289
UA5678,2022-06-26,125,271
DL9012,2022-06-26,187,215
WN789,2022-06-26,168,213
AS4567,2022-06-26,180,278
AA1234,2022-06-27,209,272
UA5678,2022-06-27,159,210
DL9012,2022-06-27,169,268
WN789,2022-06-27,162,223
AS4567,2022-06-27,192,216
AA1234,2022-06-28,121,273
UA5678,2022-06-28,114,251
DL9012,2022-06-28,215,215
WN789,2022-06-28,165,244
AS4567,2022-06-28,118,224
AA1234,2022-06-29,249,280
UA5678,2022-06-29,245,233
DL9012,2022-06-29,148,222
WN789,2022-06-29,238,261
AS4567,2022-06-29,187,295
AA1234,2022-06-30,103,201
UA5678,2022-06-30,147,271
DL9012,2022-06-30,210,281
WN789,2022-06-30,208,275
AS4567,2022-06-30,150,284
AA1234,2022-07-01,124,245
UA5678,2022-07-01,133,249
DL9012,2022-07-01,155,267
WN789,2022-07-01,146,209
AS4567,2022-07-01,125,239
AA1234,2022-07-02,230,214
UA5678,2022-07-02,243,289
DL9012,2022-07-02,106,223
WN789,2022-07-02,142,227
AS4567,2022-07-02,184,284
AA1234,2022-07-03,161,233
UA5678,2022-07-03,206,234
DL9012,2022-07-03,159,284
WN789,2022-07-03,211,293
AS4567,2022-07-03,210,206
AA1234,2022-07-04,209,269
UA5678,2022-07-04,111,261
DL9012,2022-07-04,127,249
WN789,2022-07-04,230,283
AS4567,2022-07-04,156,254
AA1234,2022-07-05,180,206
UA5678,2022-07-05,218,270
DL9012,2022-07-05,126,249
WN789,2022-07-05,232,283
AS4567,2022-07-05,132,261
AA1234,2022-07-06,103,220
UA5678,2022-07-06,220,218
DL9012,2022-07-06,237,259
WN789,2022-07-06,236,225
AS4567,2022-07-06,187,237
AA1234,2022-07-07,201,262
UA5678,2022-07-07,144,263
DL9012,2022-07-07,213,240
WN789,2022-07-07,137,265
AS4567,2022-07-07,114,263
AA1234,2022-07-08,247,252
UA5678,2022-07-08,141,236
DL9012,2022-07-08,185,237
WN789,2022-07-08,234,288
AS4567,2022-07-08,169,216
AA1234,2022-07-09,177,263
UA5678,2022-07-09,228,226
DL9012,2022-07-09,249,243
WN789,2022-07-09,100,258
AS4567,2022-07-09,101,260
AA1234,2022-07-10,178,216
UA5678,2022-07-10,135,217
DL9012,2022-07-10,127,265
WN789,2022-07-10,115,218
AS4567,2022-07-10,187,231
AA1234,2022-07-11,126,262
UA5678,2022-07-11,198,281
DL9012,2022-07-11,113,204
